0.11637,-0.014452,1.6706,0.052054,-0.094773,1.7172,-0.06975,-0.019644,1.6668,0.010498,0.091487,1.6305
0.11503,-0.0168,1.6705,0.050498,-0.097333,1.7165,-0.07115,-0.021998,1.6664,0.009086,0.089477,1.6309
0.11414,-0.01867,1.6706,0.049724,-0.099747,1.716,-0.072,-0.024115,1.6662,0.0080713,0.087761,1.6317
0.1151,-0.018615,1.6704,0.050825,-0.099102,1.7171,-0.071052,-0.02408,1.6668,0.0090043,0.08735,1.6307
0.11649,-0.01959,1.67,0.052698,-0.10003,1.7176,-0.069732,-0.025854,1.6672,0.0098242,0.085644,1.6301
0.11645,-0.023633,1.6699,0.052087,-0.10428,1.7163,-0.069792,-0.029381,1.6664,0.0099994,0.082386,1.6307
0.11636,-0.027186,1.6696,0.05203,-0.10811,1.7158,-0.069953,-0.032763,1.666,0.010009,0.079187,1.6308
0.11841,-0.032027,1.668,0.054649,-0.11268,1.7155,-0.067737,-0.038807,1.6649,0.01154,0.073017,1.6281
0.12663,-0.036555,1.6599,0.06504,-0.12099,1.7032,-0.059469,-0.048119,1.656,0.016736,0.067592,1.6253
0.15328,-0.034238,1.6546,0.090442,-0.11549,1.702,-0.033174,-0.04089,1.6547,0.045335,0.071459,1.6185
0.20388,-0.040253,1.6554,0.14057,-0.12267,1.6996,0.017361,-0.04576,1.6535,0.096503,0.067181,1.6218
0.27405,-0.036481,1.6427,0.21804,-0.12058,1.6913,0.088451,-0.047068,1.6569,0.16172,0.067598,1.6193
0.31922,-0.033868,1.6322,0.26613,-0.11659,1.6857,0.13475,-0.043092,1.6583,0.20603,0.070255,1.6137
0.33762,-0.017987,1.6201,0.29078,-0.098233,1.6823,0.15601,-0.028984,1.6625,0.22111,0.082347,1.6055
0.30958,0.0019858,1.6286,0.26083,-0.076246,1.6927,0.12694,-0.0087072,1.6675,0.19277,0.10086,1.6076
0.22707,0.0078784,1.6682,0.18,-0.072414,1.732,0.04391,-0.018546,1.694,0.10409,0.094246,1.6345
0.14795,-0.01624,1.6467,0.10653,-0.10215,1.7058,-0.030308,-0.066638,1.6544,0.018938,0.054184,1.6018
0.16152,-0.0286,1.6703,0.12756,-0.12241,1.7204,-0.011398,-0.095053,1.67,0.027126,0.031244,1.629
0.15397,-0.017216,1.6889,0.13671,-0.11669,1.7344,-0.0056454,-0.1089,1.6887,0.012034,0.022486,1.6531
0.085437,0.0085037,1.6513,0.074166,-0.091406,1.6975,-0.064863,-0.096944,1.6479,-0.057708,0.033778,1.6107
0.082278,-0.011802,1.7091,0.057647,-0.11263,1.7483,-0.081556,-0.095771,1.6997,-0.056763,0.035169,1.6709
0.11762,-0.033397,1.6249,0.051208,-0.11721,1.659,-0.069804,-0.034563,1.619,0.011611,0.077404,1.5975
0.077797,-0.017063,1.701,0.0043412,-0.095764,1.7365,-0.10887,0.0027416,1.7022,-0.016243,0.10705,1.681
0.007053,0.021196,1.6129,-0.068452,-0.052102,1.6549,-0.17761,0.043477,1.6137,-0.083512,0.14752,1.5849
0.0031414,0.0062,1.6876,-0.073832,-0.067569,1.7267,-0.18179,0.026885,1.6774,-0.087103,0.12985,1.6527
0.052819,-0.013825,1.6459,-0.023328,-0.08233,1.6948,-0.13228,0.011055,1.646,-0.036565,0.10906,1.6078
0.083869,-0.094108,1.6406,0.0074189,-0.16598,1.6843,-0.10114,-0.067775,1.6409,-0.0054442,0.034417,1.6106
0.095101,-0.17121,1.6323,0.028634,-0.24107,1.694,-0.090663,-0.15533,1.6483,-0.0048743,-0.053816,1.5932
0.073,-0.30578,1.6338,0.024418,-0.38238,1.7035,-0.10922,-0.3241,1.6603,-0.046782,-0.21364,1.5962
0.064869,-0.42676,1.6413,0.020899,-0.5246,1.6766,-0.11654,-0.46094,1.6533,-0.060427,-0.33249,1.6361
0.10122,-0.40505,1.626,0.04959,-0.50543,1.6396,-0.082502,-0.42926,1.6471,-0.018919,-0.30031,1.6518
0.18426,-0.29119,1.6112,0.13846,-0.39138,1.6266,0.00094077,-0.32064,1.638,0.061138,-0.19126,1.6371
0.24282,-0.20268,1.6036,0.19348,-0.30296,1.6227,0.058769,-0.23135,1.6315,0.11891,-0.10311,1.6276
0.27843,-0.16035,1.602,0.22781,-0.2591,1.6233,0.09476,-0.18392,1.6325,0.15795,-0.057932,1.6259
0.29543,-0.14292,1.6008,0.24633,-0.24166,1.6245,0.11271,-0.16759,1.6337,0.17459,-0.041516,1.6239
0.32301,-0.1549,1.5994,0.27113,-0.25226,1.6234,0.13972,-0.17382,1.6348,0.20637,-0.049368,1.6241
0.35367,-0.19054,1.5863,0.30388,-0.28909,1.6075,0.1726,-0.21191,1.6291,0.23792,-0.085909,1.6211
0.33534,-0.25635,1.5928,0.29231,-0.35553,1.6174,0.15734,-0.28335,1.6242,0.21698,-0.15523,1.6131
0.25488,-0.39452,1.6135,0.20436,-0.49008,1.6468,0.07496,-0.40836,1.63,0.14417,-0.28161,1.6258
0.14623,-0.52818,1.6377,0.091927,-0.62172,1.648,-0.027763,-0.52847,1.6217,0.050341,-0.40808,1.6306
0.069205,-0.61409,1.6434,0.0067982,-0.70236,1.6509,-0.10896,-0.60042,1.6195,-0.022408,-0.48729,1.6337
0.035392,-0.67974,1.646,-0.033229,-0.76371,1.6519,-0.14334,-0.6592,1.6159,-0.053011,-0.54946,1.6308
0.031444,-0.74795,1.6507,-0.051221,-0.8203,1.6547,-0.14366,-0.70021,1.6161,-0.038621,-0.60613,1.6333
0.033254,-0.82872,1.6632,-0.065111,-0.85926,1.6724,-0.11967,-0.72487,1.6306,0.010086,-0.67205,1.6423
-0.011947,-0.91597,1.6307,-0.11917,-0.89096,1.6398,-0.09513,-0.74265,1.6244,0.041508,-0.76513,1.637
-0.040739,-0.91239,1.6246,-0.14189,-0.86277,1.6398,-0.083149,-0.72343,1.6297,0.042972,-0.77824,1.6355
-0.0092874,-0.81492,1.647,-0.11796,-0.8119,1.6588,-0.12391,-0.66832,1.6138,0.012551,-0.66234,1.6239
-0.0047455,-0.65023,1.6275,-0.11015,-0.66703,1.6391,-0.14129,-0.5274,1.5871,-0.008049,-0.49839,1.596
